itemno;title;description;gallay-title;gallay-description
06659;;Dieser absolut alltagstaugliche Ohrclip könnte sich schnell zu Ihrem Lieblingsstück entwickeln! Er ist khaki eingefärbt und durch seine Marmorierung ist jedes Paar ein Unikat. Aufgrund seiner beliebten Größe, 27x17mm und seiner schlanken Trapezform liegt er wunderbar am Ohr an.;Clip, Trapez, khaki-marmoriert matt;-
06668;;;Clip, hellbraun-glänzend;-
06673;;;Stecker, hellbraun-glänzend;-
06699;;Collier mit sehr hochwertigen Glas-Walzen grün-weiß, auf 2-fach Stahldraht kunststoffummantelt, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas-Walze grün-weiß;Glasperlen
06703;;;Stecker, elfenbein, Rand braun;-
06728;;;Stecker, rund, altsilber, gehämmert;altsilber, gehämmert
06731;;;Stecker, kleines Dreieck, WW, gehämmert;Hammerschlag, weisswachs
06763;;;Stecker, schokobraun-matt;-
06764;;;Stecker, dunkelhorn-matt;-
06765;;;Stecker, grau matt;-
06769;;;Clip, braun-orange-gold, Email;emailliert
06770;;;Band, 6mm Gummi 42cm Verschluss si;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06772;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Band, 6mm Gummi, 40cm, gold-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet
06773;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Band, 2mm Gummi, 42cm, gold-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss vergoldet
06775;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, in Deutschland gefertigte Handarbeit;Band, 3mm Gummi, 55cm, silber-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06776;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, in Deutschland gefertigte Handarbeit;Band, 3mm Gummi, 55cm, gold-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06777;;Vollgummikette aus Naturkautschuk für Schmuckanhänger, Verschluss nickelfrei, in Deutschland gefertigte Handarbeit;Band, 6mm Gummi, 40cm, silber-farbig;Vollgummikette aus Naturkautschuk für Schmuckanhänger
06779;;;Clip, spitzoval, kleine Schnecke, braun;-
06780;;dekoratives Collier mit sehr hochwertigen mehrfarbigen Glasperlen in orange-blau-weiß, auf 2-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, orange-blau-weiß;dekoratives Collier mit sehr hochwertigen mehrfarbigen Glasperlen in orange-blau-weiß, auf 2-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig
06785;;;Kette, Perlen 6mm, weinrot-seide, 50cm;Collier mit 6mm Kunststoffperlen rot seidig-glänzend, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
06789;;zeitloses Collier mit 10mm Kunststoffperlen schwarz-glänzend, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Perle 10mm schwarz-glänzend;zeitloses Collier mit 10mm Kunststoffperlen schwarz-glänzend, Verschluss vergoldet
06797;;dekoratives Collier mit 16mm Kunststoffperlen korallenfarbig-schwarz-marmoriert, kombiniert mit kleiner Kunststoffscheibe mit goldfarbigem Überzug, Verschluss vergoldet mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Perlen, korallenfarbig-schwarz;dekoratives Collier mit 16mm Kunststoffperlen korallenfarbig-schwarz, kombiniert mit kleiner Kunststoffscheibe mit goldfarbigem Überzug, Verschluss vergoldet mit Verlängerungskettchen
06798;;;Kette, Perlen rot-schwarz, mit Kordel;Perlen aus Kunststoff, Kordel schwarz
06816;;;Band, Kordel 1m, 2 Verschlüsse (si);Kordel gewachst 1mm in schwarz, an 2 Seiten je ein Verschluss, silberfarbig-rhodiniert
06826;;Collier passend zu Landhausmode, Blickfang bildet eine Kunststoffperle in altmessing mit Edelweiß, 29x23mm, auf Hanfkordel zweifarbig gedreht, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Edelweißperle altmessing, Hanf;Collier passend zu Landhausmode, Blickfang bildet eine Kunststoffperle in altmessing mit Edelweiß, 29x23mm, auf Hanfkordel zweifarbig gedreht, Verschluss goldfarbig mit Verlängerungskettchen
06836;;dekoratives Collier mit mehrfarbigen Perlen aus hochwertigem Glas in den Farben rot-blau-gelb, auf 2-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, Olive rot-blau-gelb;dekoratives Collier mit mehrfarbigen Perlen aus hochwertigem Glas in den Farben rot-blau-gelb, auf 2-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig
06844;;zeitloses Collier mit Kunststoff-Anhänger flaches Rohr 54x19mm gelb-oliv-marmoriert, durch verschiedene Farbdetails jedes Teil ein Unikat! an 2-fach Kordel 1,3mm oliv und 2-fach Kordel 1,0mm oliv, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Rohr flach-gebogen, gelb-oliv;zeitloses Collier mit Kunststoff-Teil 54x19mm in gelb-oliv-marmoriert, jedes Teil ein Unikat! 2-fach Kordel 1,3mm oliv und 2-fach Kordel 1,0mm oliv, Verschluss silber-farbig mit Verlängerungskettchen
06849;;;Clip, blau-perlmutt;-
06850a;;;Clip, braunton-perlmutt;-
06850b;;;Clip, seide-orangeton;-
06850c;;;Clip, seide-braunton;-
06852;;;Clip, Dreieck, hellbraun, Flitter gold;-
06855;;;Brisur, Quadrat-Schliff, weiß-glänzend;-
06860;;modisches Collier mit hochwertigen Glasperlen in blau-schwarz-matt, blau-transparent und schwarz-AB, auf 2-fach Strahldraht kunststoffummantelt, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Kette, Glas, blau-schwarz-matt;alle Perlen aus hochwertigem Glas, marmoriert-mattiert, Verschluss silberfarbig
06903;;dekorative Kunststoff-Blüte, 30mm, peacock grün-braun und gold-farbig, an Gummi schwarz, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Blume peacock grün-braun;dekorative Kunststoff-Blüte, 30mm, peacock grün-braun und gold-farbig, an Gummi schwarz, Verschluss gold-farbig mit Verlängerungskettchen
06909;;jugendliches Collier, Kunststoff-Perle 14mm bezogen mit Jeansmuster in grün an Kordel dunkelgrün, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Jeansperle grün, Kordel grün;jugendliches Collier, Kunststoff-Perle 14mm bezogen mit Jeansmuster in grün an Kordel dunkelgrün, Verschluss silber-farbig
06932;;doppelter Stahldraht blau-grau, Nylon ummantelt, Schmetterling hellblau transparent marmoriert, in Deutschland gefertigte Handarbeit;Kette, Schmetterling blau, Nylon;doppelter Stahldraht blau-grau, Nylon ummantelt, Schmetterling hellblau transparent marmoriert
06937;;jugendlicher Modeschmuck, Stahldraht kunststoffummantelt mit kleinen Kunststoffteilen silberfarbig überzogen und galvanisiert, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Kette, Facettenrad, altsilber, Nylon;Nylonband
06952;;Collier mit 8-Eck Kunststoff-Walze, 26x25mm, kristall-matt mit aufgespritzten Goldfäden auf 6mm Gummi schwarz, Verschluss gold-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, 8-Eck-Walze, kristal-spuckgold;Collier mit 8-Eck Kunststoff-Walze, 26x25mm, kristall-matt mit aufgespritzten Goldfäden auf 6mm Gummi schwarz, Verschluss gold-farbig mit Verlängerungskettchen
06953;;zeitloses Collier mit dekorativ großer Kunststoff-Olive 32x25mm beige-braun gerillt, auf 2-fach Velourband dunkelbraun und 2-fach Velourband natur, Verschluss gold-farbig mit Verlängerungkettchen, in Deutschland gefertigte Handarbeit;Kette, Rillenolive, beige-braun;große Kunststoff-Olive, 32x25mm, beige-braun gerillt auf 2-fach Velourband dunkelbraun und 2-fach Velourband natur, Verschluss gold-farbig mit Verlängerungkettchen
06961;;jugendlicher Modeschmuck, Kunststoff-Birne mit Facettenschliff, 22x11mm, oliv-transparent an 2-fach Draht oliv kunststoffummantelt, Verschluss vergoldet, in Deutschland gefertigte Handarbeit;Kette, Birne oliv facettiert, Draht;Kunststoff-Birne mit Facettenschliff, 22x11mm, oliv-transparent an 2-fach Draht oliv kunststoffummantelt, Verschluss gold-farbig
06962;;filigranes Collier mit geschliffenen Glasperlen in gelb und gelb-AB, auf Stahldraht goldfarbig kunststoffummantelt, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, Schliff, gelb-gelb AB;filigranes Collier mit geschliffenen Glasperlen in gelb und gelb-AB, auf Stahldraht goldfarbig kunststoffummantelt, Verschluss gold-farbig
06963;;filigranes Collier mit geschliffenen Glasperlen in rot und rot-AB, auf Stahldraht silber-farbig kunststoffummantelt, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, Schliffperle rot-rot AB;filigranes Collier mit geschliffenen Glasperlen in rot und rot-AB, auf Stahldraht silber-farbig kunststoffummantelt, Verschluss gold-farbig
06965;;filigranes Collier mit geschliffenen Glasperlen in grün-transparent, auf Stahldraht silber-farbig kunststoffummantelt, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, Schliffperle grün;filigranes Collier mit geschliffenen Glasperlen in grün-transparent, auf Stahldraht silber-farbig kunststoffummantelt, Verschluss silber-farbig
06971;;jugendlicher Modeschmuck, filigranes Collier mit kleinem Blatt, 15mm, altsilber kombiniert mit kleiner Glasperle rot auf Draht silber kunststoffummantelt, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Kette, Blatt altsilber Glasperle rot;filigranes Collier mit kleinem Blatt, 15mm, altsilber kombiniert mit kleiner Glasperle rot auf Draht silber kunststoffummantelt, Verschluss silber-farbig
06974;;filigranes Collier mit Anhänger, 40mm, Kunststoff-Birne mit Muster an kleinem filigranen Kunststoff-Teil in altgold, an Draht oliv kunststoffummantelt, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Birne oliv, altgold, Draht;filigranes Collier mit Anhänger, 40mm, Kunststoff-Birne mit Muster an kleinem filigranen Kunststoff-Teil in altgold, an Draht oliv kunststoffummantelt, Verschluss gold-farbig
06984;;filigranes Collier mit kleinen geschliffenen Glasperlen auf Draht silberfarbig kunststoffummantelt, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Glas, facettiert rot, Draht;filigranes Collier mit kleinen geschliffenen Glasperlen auf Draht silberfarbig kunststoffummantelt, Verschluss gold-farbig
07000;;zeitloses Collier mit einer Kombination aus 6mm Kunststoffperle schwarz-glänzend und 4mm Perle goldfarbig überzogen, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss, in Deutschland gefertigte Handarbeit;Kette, Perle, schwarz goldfarbig;zeitloses Collier mit 6mm Kunststoffperle schwarz-glänzend und 4mm Perle goldfarbig überzogen, Verschluss vergoldet mit Verlängerungskettchen und Perle als Abschluss
07002;;zeitloses Collier mit einer Kombination aus 6mm Kunststoffperle schwarz-glänzend und 4mm Perle silberfarbig überzogen, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss;Kette, Perle schwarz silber-farbig;zeitloses Collier mit 6mm Kunststoffperle schwarz-glänzend und 4mm Perle silberfarbig überzogen, Verschluss silber-farbig mit Verlängerungskettchen und Perle als Abschluss
07004;;;Set, Strasskette und Strass-Ohrstecker;sehr dekoratives Strass-Set mit Glas-Steinen, Strasskette in Y-Form, 1 Paar Ohrstecker, Länge des Colliers 40cm plus Verlängerungskettchen 10cm, Ohrstecker 3-reihig 44mm, Oberfläche silber-plattiert anlaufgeschützt
07007;;elegantes Strass-Set mit Glas-Steinen, Länge des Colliers 36cm plus Verlängerungskettchen 10cm, 1 Paar Ohrstecker etwa 25x10mm, Oberfläche rhodiniert anlaufgeschützt, nickelfrei;Set, Strasskette und Strass-Ohrstecker;elegantes Strass-Set mit Glas-Steinen, Länge des Colliers 36cm plus Verlängerungskettchen 10cm, 1 Paar Ohrstecker etwa 25x10mm, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler sein als auf dem Foto!
07010;;jugendlicher Modeschmuck, filigranes Collier mit kleiner Metallscheibe, doppelt 12mm, Guss mit kleinen Straß-Steinen in weiß und grün,  Draht silber-farbig und grün kunststoffummantelt, Verschluss silberfarbig, in Deutschland gefertigte Handarbeit;Kette, Strass, rund, kristal grün;filigranes Collier mit kleiner Metallscheibe, doppelt 12mm, Guss mit kleinen Straß-Steinen in weiß und grün,  Draht silber-farbig und grün kunststoffummantelt, Verschluss silber-farbig
07019;;filigranes Collier aus Kunststoffperlen in rot-transparent, facettiert, mit passendem Y-Anhänger, Verschluss goldfarbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Y-Anhänger, rot-transparent;filigranes Collier aus Kunststoffperlen in rot-transparent, facettiert, mit passendem Y-Anhänger, Verschluss goldfarbig mit Verlängerungskettchen
07020;;kleines Kunststoff-Herz mit Strukturmuster, 29x28mm, gelb-transparent an Kordel gelb, Verschluss gold-farbig, in Deutschland gefertigte Handarbeit;Kette, Strukturherz gelb-transparent;kleines Kunststoff-Herz mit Strukturmuster, 29x28mm, gelb-transparent an Kordel gelb, Verschluss gold-farbig
07024;;Modeschmuck mit kleiner Blüte, 30mm, blau-silber kombiniert mit Rautenperle und Rohr versilbert auf 3-fach Draht blau kunststoffummanntelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Blüte blau-transparent;kleine Blüte, 30mm, blau-silber kombiniert mit Rautenperle und Rohr versilbert auf 3-fach Draht blau kunststoffummanntelt, Verschluss silber-farbig mit Verlängerungskettchen
07027;;sommerliches Collier mit kleiner Kunststoff-Blüte, 30mm, grau-silber komplettiert mit Rautenperle und Rohr versilbert auf 3-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Blüte grau-transparent;kleine Kunststoff-Blüte, 30mm, grau-silber komplettiert mit Rautenperle und Rohr versilbert auf 3-fach Draht silber-farbig kunststoffummantelt, Verschluss silber-farbig mit Verlängerungskettchen
07033;;;Clip, Blüte, hellgrün-matt;-
07035;;;Clip, Blüte, rosa-matt;-
07036;;;Clip, Blüte, hellgrau-matt;-
07037;;;Clip, Blüte, altsilber-farbig;altsilber
07042;;Collier für Kinder, Kunststoff-Blüte, 30mm, rosa an Kordel hellrot, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Blüte rosa-matt;Collier für Kinder, Kunststoff-Blüte, 30mm, rosa an Kordel hellrot, Verschluss silber-farbig
07043;;Collier für Kinderkette, Kunststoff-Blüte 30mm, blau-silber an 2-fach Draht kunststoffummantelt hellblau, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Blüte blau-silber;Collier für Kinder, Kunststoff-Blüte, 30mm, blau-silber an 2-fach Draht kunststoffummantelt hellblau, Verschluss silber-farbig
07044;;Collier für Kinder, Kunststoff-Blüte, 30mm, grau-silber an 2-fach Draht kunststoffummantelt weiß, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Blüte grau-silber, Draht;Collier für Kinder, Kunststoff-Blüte, 30mm, grau-silber an 2-fach Draht kunststoffummantelt weiß, Verschluss silber-farbig
07045;;Collier für Kinder, Kunststoff-Blüte, 30mm, altsilber an 2-fach Draht silberfarbig kunststoffummantelt, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Blüte altsilber, Draht;Collier für Kinder, Kunststoff-Blüte, 30mm, altsilber an 2-fach Draht silberfarbig kunststoffummantelt, Verschluss silber-farbig
07046;;jugendlicher Modeschmuck, Kunststoff-Blüte 25mm, hellgrün an Nylonband transparent, Verschluss goldfarbig, in Deutschland gefertigte Handarbeit;Kette, Blüte grün, Nylon transparent;Kunststoff-Blüte, 25mm, hellgrün an Nylonband transparent, Verschluss gold-farbig
07076;;Diese originelle Brosche 15x33mm ist vergoldet und sieht noch in vielen Jahren aus wie NEU! Sie schmückt nicht nur die Dame mit dem Namenszug M-M!;Brosche, doppel-M, vergoldet;goldfarbig
07080;;;Set, Strasskette und Strass-Ohrstecker;elegantes Strass-Set mit Glas-Steinen, Länge des Colliers 36cm plus Verlängerungskettchen 10cm, 1 Paar Ohrstecker oval, etwa 20x10mm, Oberfläche silber-plattiert anlaufgeschützt
07081;;sehr dekoratives und aufwendig gearbeitetes Collier, 28-reihig, Glasperlen mint und blutstein, Verschluss Karabiner altsilber mit Verlängerung;Kette, Rocaille-Glas oliv-blutstein;sehr dekoratives und aufwendig gearbeitetes Collier, 28-reihig, Glasperlen mint und blutstein, Verschluss Karabiner altsilber mit Verlängerung
07086;;filigranes Strass-Set mit Glas-Steinen, nicht nur zu festlichen Anlässen zu tragen, Kette etwa 38cm plus Verlängerungskettchen 10cm, doppelreihig 4mm breit, 1 Paar Ohrstecker etwa 55x4mm doppelreihig, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler erscheinen als auf dem Foto, nickelfrei;Set, Strasskette und Strass-Ohrstecker;filigranes Strass-Set mit Glas-Steinen, Kette etwa 38cm plus Verlängerungskettchen 10cm, doppelreihig 4mm breit, 1 Paar Ohrstecker etwa 55x4mm doppelreihig, Oberfläche rhodiniert anlaufgeschützt
07087;;;Set, Strasskette und Strass-Ohrstecker;filigranes Strass-Set mit Glas-Steinen und kleinem Viereck-Anhänger 8x8mm, Kette 38cm plus Verlängerungskettchen 10cm, doppelreihig 4mm breit, 1 Paar Ohrstecker etwa 55x4mm doppelreihig, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler sein als auf dem Foto!
07088;;filigranes Strass-Set mit Glas-Steinen und ovalen Steinen in der Form kleiner Augen, Kette 38cm plus Verlängerungskettchen 10cm, 1 Paar Ohrstecker 2x oval, etwa 33x10mm, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler erscheinen als auf dem Foto, nickelfrei;Set, Strasskette und Strass-Ohrstecker;filigranes Strass-Set mit Glas-Steinen und ovalen Steinen, Kette 38cm plus Verlängerungskettchen 10cm, 1 Paar Ohrstecker 2x oval, etwa 33x10mm, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler sein als auf dem Foto!
07102;;Anhänger silber-matt, 45mm, mit Tigermuster, an Kordel schwarz, längenverstellbar mittels Schiebeknoten, in Deutschland gefertigte Handarbeit;Kette, Scheibe silber-schwarz;Anhänger silber-matt, 45mm, mit Tigermuster, an Kordel schwarz, längenverstellbar mittels Schiebeknoten
